Reference,ep-headnote,ep-headnote-language,ep-catchword,ep-catchword-language,Case Code,Country,Appeal Number,Year
T810005FX1,"[FR] Aux termes de l'article 97(1) de la CBE, une demande de brevet européen qui ne satisfait pas à une des exigences de la Convention doit être rejetée dans son entier, sans qu'il y ait lieu de s'arrêter au point de savoir si la demande dans son ensemble comporterait éventuellement des éléments susceptibles de révéler une activité inventive. Un vice prétendu affectant une partie de la décision, qui ne constitue pas son soutien nécessaire (ratio decidendi), ne saurait être un vice substantiel au sens de la règle 67. Un recours ne peut porter que sur une décision susceptible de recours au sens de l'article 106 (1) et non pas sur des actes préparatoires visés par l'article 96 (2) et la règle 51 (3). En comparant les problèmes de la demande et d'une antériorité, il faut s'abstenir de toute abstraction trop poussée qui éloignerait de la pensée concrète de l'homme du métier. L'enseignement d'un document peut être plus étroit pour l'homme du métier et plus large pour un inventeur potentiel, qui a perçu le premier le problème que doit résoudre sa future invention. En qualifiant l'activité inventive, il faut se placer uniquement du point de vue concret de l'homme du métier.",FR,,None,T,EP,0005,1981
T810006DP1,"[DE] Da der ursprüngliche Patentanspruch 1 in zwei Teile gegliedert war, konnte zunächst davon ausgegangen werden, daß die im ersten Teil (Oberbegriff) dieses Anspruchs aufgeführten Merkmale in Verbindung miteinander nicht mehr neu waren. In der ersten Fassung des Anspruchs war jedoch keine bindende Erklärung zur Frage der gemeinsamen Neuheit dieser Merkmale zu sehen. Nachdem der Anmelder nachträglich erklärt hatte, er habe sich über den Stand der Technik geirrt, und aus diesem Grund beantragt hatte, ein Merkmal aus dem Oberbegriff in den kennzeichnenden Teil des Anspruchs umzustellen, war die Frage, ob dem Antrag stattgegeben werden konnte und welche Merkmale in dem Oberbegriff eines gewährbaren Patentanspruchs 1 aufzunehmen waren, nach der objektiven Sachlage zu beurteilen.",DE,,None,T,EP,0006,1981
T810006DX1,"[DE] Da der ursprüngliche Patentanspruch 1 in zwei Teile gegliedert war, konnte zunächst davon ausgegangen werden, daß die im ersten Teil (Oberbegriff) dieses Anspruchs aufgeführten Merkmale in Verbindung miteinander nicht mehr neu waren. In der ersten Fassung des Anspruchs war jedoch keine bindende Erklärung zur Frage der gemeinsamen Neuheit dieser Merkmale zu sehen. Nachdem der Anmelder nachträglich erklärt hatte, er habe sich über den Stand der Technik geirrt, und aus diesem Grund beantragt hatte, ein Merkmal aus dem Oberbegriff in den kennzeichnenden Teil des Anspruchs umzustellen, war die Frage, ob dem Antrag stattgegeben werden konnte und welche Merkmale in dem Oberbegriff eines gewährbaren Patentanspruchs 1 aufzunehmen waren, nach der objektiven Sachlage zu beurteilen.",DE,,None,T,EP,0006,1981
T810006EP1,"[EN] The division of the original Claim 1 into two parts justified the initial assumption that the features outlined in the first part (preamble) of that claim were not new in combination with one another. However, the first version of the claim could not be considered a binding statement as to the common novelty of these features. The applicant subsequently stated that he had been in error concerning the state of the art and accordingly applied to transfer one feature from the preamble to the characterising portion. The question whether the application could be allowed and what features were to be included in the preamble of an allowable Claim 1 then had to be decided in the light of the objective facts.",EN,,None,T,EP,0006,1981
T810006FP1,"[FR] La présentation initiale en deux parties de la revendication 1 a permis de conclure, dans un premier temps, que les caractéristiques énoncées dans la première partie (préambule) de cette revendication, combinées entre elles, n'étaient plus nouvelles. La première version de la revendication ne comportait, toutefois, aucune déclaration engageant la requérante sur la question de la nouveauté de l'ensemble de ces caractéristiques. La requérante ayant déclaré par la suite qu'elle avait commis une erreur sur l'état de la technique, et demandé, pour ce motif, de faire passer un élément du préambule dans la partie caractérisante de la revendication, il convenait d'apprécier en fonction des faits la question de savoir s'il pouvait être fait droit à cette requête et quels étaient les éléments à inclure dans le préambule d'une revendication 1 pour que celle-ci puisse être déclarée admissible.",FR,,None,T,EP,0006,1981
T810007DP1,"[DE] Der Umfang der Beschwerde i.S.v. Regel 64(b) EPÜ ist ausreichend angegeben, wenn durch die angefochtene Entscheidung eine europäische Patentanmeldung zurückgewiesen worden ist und in der Beschwerdeschrift zum Ausdruck kommt, daß hiergegen schlechthin Beschwerde erhoben wird. In einem solchen Fall kann zunächst davon ausgegangen werden, daß der Beschwerdeführer in der Sache denjenigen Antrag aufrecht erhält, der der angefochtenen Entscheidung zugrunde lag.",DE,,None,T,EP,0007,1981
T810007DX1,"[DE] Der Umfang der Beschwerde i.S.v. Regel 64(b) EPÜ ist ausreichend angegeben, wenn durch die angefochtene Entscheidung eine europäische Patentanmeldung zurückgewiesen worden ist und in der Beschwerdeschrift zum Ausdruck kommt, daß hiergegen schlechthin Beschwerde erhoben wird. In einem solchen Fall kann zunächst davon ausgegangen werden, daß der Beschwerdeführer in der Sache denjenigen Antrag aufrechterhält, der der angefochtenen Entscheidung zugrunde lag.",DE,,None,T,EP,0007,1981
T810007EP1,[EN] The extent of the appeal within the meaning of Rule 64(b) EPC is sufficiently identified if a European patent application has been refused by the decision impugned and it is stated in the notice of appeal that an appeal is being lodged against that decision in its entirety. In such a case it can initially be assumed that the appellant adheres to the submission on which the impugned decision was based.,EN,,None,T,EP,0007,1981
T810007FP1,"[FR] L'étendue du recours, au sens de la règle 64 b) de la CBE, est suffisamment indiquée, lorsque la décision attaquée est une décision de rejet d'une demande de brevet européen et lorsqu'il est précisé dans l'acte de recours que celui-ci est formé contre cette décision même de rejet. En pareil cas, on peut supposer a priori que le requérant maintient en l'espèce la requête même sur laquelle s'est fondée la décision incriminée.",FR,,None,T,EP,0007,1981
T810009DP1,"[DE] Kombinationspraeparate, deren Einzelbestandteile bekannte Heilmittel darstellen, können in ein Artikel 54(5) EPÜ entsprechenden Fassung selbst dann geschützt werden, wenn deren räumliches Nebeneinander (kit-of-parts) beansprucht wird. Voraussetzung hierfür ist, daß die Bestandteile durch eine zielgerichtete Verwendung in funktioneller Einheit stehen (echte Kombination).",DE,,None,T,EP,0009,1981
T810009DX1,"[DE] Kombinationspraeparate, deren Einzelbestandteile bekannte Heilmittel darstellen, können in ein Artikel 54(5) EPÜ entsprechenden Fassung selbst dann geschützt werden, wenn deren räumliches Nebeneinander (kit-of-parts) beansprucht wird. Voraussetzung hierfür ist, daß die Bestandteile durch eine zielgerichtete Verwendung in funktioneller Einheit stehen (echte Kombination).",DE,,None,T,EP,0009,1981
T810009EP1,"[EN] Combined preparations the individual components of which represent known therapeutic agents may be protected in a formulation corresponding to Article 54(5) EPC even when claimed as a kit-of-parts, providing those components form a functional unity (true combination) through a purpose-directed application.",EN,,None,T,EP,0009,1981
T810009FP1,"[FR] Sous réserve que les revendications soient rédigées conformément à l'article 54 (5) de la CBE, la protection peut être accordée à des associations médicamenteuses dont les constituants élémentaires représentent des médicaments connus, même lorsque lesdits constituants sont revendiqués sous forme juxtaposée (Kit-of-parts). La condition en est que les constituants formant une unité fonctionnelle du fait d'une indication commune (combinaison véritable).",FR,,None,T,EP,0009,1981
T810012DP1,"[DE] 1. Ist in einer Vorveröffentlichung ein der Strukturformel nach beschriebener chemischer Stoff neben anderen genannt, so wird auch dessen spezielle stereospezifische Form (threo-Form) - trotz fehlender wortwörtlicher Erwähnung - neuheitsschädlich getroffen, wenn sich letztere - unerkannt - als zwangsläufiges Ergebnis eines aus mehreren in der Vorveröffentlichung hinreichend durch Nennung des Ausgangsstoffes und der Verfahrensmaßnahmen beschriebenen Verfahrens erweist. In solchen Fällen kann keine Neuheit durch Auswahl mehr geltend gemacht werden; denn bei der gedanklichen Kombination aller aufgezählten Ausgangsstoffe mit der Gesamtheit der Verfahrensvarianten kommt kein für die Stoffauswahl unverzichtbares neues Element herein, das zu einer echten und nicht nur ""identischen"" Modifikation der Ausgangsstoffe führen könnte. 2. Die auf die Straffung des Verfahrens vor dem Europäischen Patentamt abzielende Regel 86(3) EPÜ kann auch im Beschwerdeverfahren angewendet werden (Regel 66(1)). Richtet die Beschwerdeführerin kurz vor der angesetzten mündlichen Verhandlung den Anspruch auf einen Gegenstand, der gleich zu Beginn des Beschwerdeverfahrens durch Streichung fallen gelassen und in dessen weiteren Verlauf nicht wieder aufgegriffen wurde, so ist ein solcher Patentanspruch nicht zuzulassen.",DE,,None,T,EP,0012,1981
T810012DX1,"[DE] 1. Ist in einer Vorveröffentlichung ein der Strukturformel nach beschriebener chemischer Stoff neben anderen genannt, so wird auch dessen spezielle stereospezifische Form (threo-Form) - trotz fehlender wortwörtlicher Erwähnung - neuheitsschädlich getroffen, wenn sich letztere - unerkannt - als zwangsläufiges Ergebnis eines aus mehreren in der Vorveröffentlichung hinreichend durch Nennung des Ausgangsstoffes und der Verfahrensmaßnahmen beschriebenen Verfahrens erweist. In solchen Fällen kann keine Neuheit durch Auswahl mehr geltend gemacht werden; denn bei der gedanklichen Kombination aller aufgezählten Ausgangsstoffe mit der Gesamtheit der Verfahrensvarianten kommt kein für die Stoffauswahl unverzichtbares neues Element herein, das zu einer echten und nicht nur ""identischen"" Modifikation der Ausgangsstoffe führen könnte. 2. Die auf die Straffung des Verfahrens vor dem Europäischen Patentamt abzielende Regel 86(3) EPÜ kann auch im Beschwerdeverfahren angewendet werden (Regel 66(1)). Richtet die Beschwerdeführerin kurz vor der angesetzten mündlichen Verhandlung den Anspruch auf einen Gegenstand, der gleich zu Beginn des Beschwerdeverfahrens durch Streichung fallen gelassen und in dessen weiteren Verlauf nicht wieder aufgegriffen wurde, so ist ein solcher Patentanspruch nicht zuzulassen.",DE,,None,T,EP,0012,1981
